SEARCH,GRAMMAR AND PROSODY,ACCENTUATION,CLASSICAL PRONUNCIATION,ECCLESIASTICAL PRONUNCIATION
scopulus," scŏpŭlus, i, m. ",scó-pu-lus,skɔpʊlʊs,skɔpulus
scortum," scōrtŭm, i, n. ",scor-tum,skoːrtʊm,skortum
scriba," scrība, ae, m. ",scri-ba,skriːba,skriba
scribo," scrībo, is, ere, scripsi, scriptum ",scri-bo,skriːbo,skribo
scribo," scrībo, ōnis, m. ",scri-bo,skriːbo,skribo
scripto," scrīpto, āvi, ātum, 1 ",scrip-to,skriːpto,skripto
scriptor," scrīptŏr, oris, m. ",scrip-tor,skriːptɔr,skriptɔr
scriptum," scrīptum, i, n. ",scrip-tum,skriːptʊm,skriptum
scriptus," scrīptŭs, a, um ",scrip-tus,skriːptʊs,skriptus
scriptus," scrīptŭs, us, m. ",scrip-tus,skriːptʊs,skriptus
scruto," scrūto, āre ",scru-to,skrʊːto,skruto
scrutor," scrūtŏr, aris, ari ",scru-tor,skrʊːtɔr,skrutɔr
scurra," scūrra, ae, m. ",scur-ra,skʊːrra,skurra
scutum," scūtŭm, i, n. ",scu-tum,skʊːtʊm,skutum
scutus," scūtus, i, m. ",scu-tus,skʊːtʊs,skutus
Scylla," Scȳlla, ae, f. ",Scyl-la,skʏːlla,ʃilla
se," sē, sui, pron. réfl. ",se,seː,se
secedo," sēcēdo, is, ere, cessi, cessum ",se-cé-do,seːkeːdo,setʃedo
secerno," sēcerno, is, ere, creui, cretum ",sé-cer-no,seːkɛrno,setʃɛrno
secessio," sēcēssĭō̆, ionis, f. ",se-cés-si-o,seːkeːssɪoː̆,setʃessjɔ
secessus," sēcēssus, us, m. ",se-cés-sus,seːkeːssʊs,setʃessus
seco," sĕco, as, are, secui, sectum ",se-co,sɛko,sɛko
secreto," sēcrētō, adv. ",se-cré-to,seːkreːtoː,sekreto
secretum," sēcrētŭm, i, n. ",se-cré-tum,seːkreːtʊm,sekretum
secretus," sēcrētus, a, um ",se-cré-tus,seːkreːtʊs,sekretus
secta," sēcta, ae, f. ",sec-ta,seːkta,sekta
sector," sēctŏr, aris, atus sum ",sec-tor,seːktɔr,sektɔr
sectus," sēctus, a, um ",sec-tus,seːktʊs,sektus
secundum," sĕcūndŭm, + acc ",se-cún-dum,sɛkʊːndʊm,sɛkundum
secundus," sĕcūndus, a, um ",se-cún-dus,sɛkʊːndʊs,sɛkundus
securis," sĕcūrĭs, is, f. ",se-cú-ris,sɛkʊːrɪs,sɛkuris
securitas," sēcūrĭtās, atis, f. ",se-cú-ri-tas,seːkʊːrɪtaːs,sekuritas
securus," sēcūrus, a, um ",se-cú-rus,seːkʊːrʊs,sekurus
secus," sĕcŭs, adv. ",se-cus,sɛkʊs,sɛkus
sed," sĕd, con. ",sed,sɛd,sɛd
sedecim," sēdĕcĭm, num. ",sé-de-cim,seːdɛkɪm,sedɛtʃim
sedeo," sĕdĕo, es, ere, sedi, sessum ",sé-de-o,sɛdɛo,sɛdɛo
sedes," sēdēs, is, f. ",se-des,seːdeːs,sedes
seditio," sēdĭtĭō̆, onis, f. ",se-dí-ti-o,seːdɪtɪoː̆,seditsjo
seditiosus," sēdĭtĭōsus, a, um ",se-di-ti-ó-sus,seːdɪtɪoːsʊs,seditsjosus
sedo," sēdo, as, are ",se-do,seːdo,sedo
seduco," sēdūco, is, ere, duxi, ductum ",se-dú-co,seːdʊːko,seduko
sedulo," sēdŭlō, adv. ",sé-du-lo,seːdʊloː,sedulo
sedulus," sēdŭlus, a, um ",sé-du-lus,seːdʊlʊs,sedulus
sedum," sĕdum, i, n. ",se-dum,sɛdʊm,sɛdum
seges," sĕgĕs, etis, f. ",se-ges,sɛgɛs,sɛdʒɛs
segnis," sēgnĭs, e ",se-gnis,seːŋnɪs,seɲis
segniter," sēgnĭtĕr, adv. ",sé-gni-ter,seːŋnɪtɛr,seɲitɛr
Seianus," Sēĭānus, a, um ",Se-i-á-nus,seːɪaːnʊs,sejanus
seiungo," sēiūngo, is, ere, nxi, nctum ",se-jún-go,seːjʊːngo,sejungo
sella," sēlla, ae, f. ",sel-la,seːlla,sella
semel," sĕmĕl, adv. ",se-mel,sɛmɛl,sɛmɛl
semen," sēmĕn, inis, n. ",se-men,seːmɛn,semɛn
semis," sēmis, indecl. ",se-mis,seːmɪs,semis
semita," sēmĭta, ae, f. ",sé-mi-ta,seːmɪta,semita
semito," sēmĭto, āre ",sé-mi-to,seːmɪto,semito
semper," sēmpĕr, adv. ",sem-per,seːmpɛr,sempɛr
sempiternus," sēmpĭtērnus, a, um ",sem-pi-tér-nus,seːmpɪteːrnʊs,sempiternus
Sempronius," Sēmprōnĭus, a, um ",Sem-pró-ni-us,seːmproːnɪʊs,sempronjus
semus," sēmus, a, um ",se-mus,seːmʊs,semus
senator," sĕnātŏr, oris, m. ",se-ná-tor,sɛnaːtɔr,sɛnatɔr
senatorius," sĕnātōrĭus, a, um ",se-na-tó-ri-us,sɛnaːtoːrɪʊs,sɛnatorjus
senatus," sĕnātus, us, m. ",se-ná-tus,sɛnaːtʊs,sɛnatus
Seneca," Sĕnĕca, ae, m. ",Sé-ne-ca,sɛnɛka,sɛnɛka
senecta," sĕnēcta, ae, f. ",se-néc-ta,sɛneːkta,sɛnekta
senectus," sĕnēctus, a, um ",se-néc-tus,sɛneːktʊs,sɛnektus
senectus," sĕnēctūs, utis, f. ",se-néc-tus,sɛneːktʊːs,sɛnektus
senesco," sĕnēsco, is, ere, senui ",se-nés-co,sɛneːsko,sɛnesko
senex," sĕnēx, sĕnis ",se-nex,sɛneːks,sɛneks
senilis," sĕnīlĭs, e ",se-ní-lis,sɛniːlɪs,sɛnilis
senior," sĕnĭŏr, oris, m. ",sé-ni-or,sɛnɪɔr,sɛnjɔr
sensim," sēnsĭm, adv. ",sen-sim,seːnsɪm,sensim
sensus," sēnsus, a, um ",sen-sus,seːnsʊs,sensus
sensus," sēnsus, us, m. ",sen-sus,seːnsʊs,sensus
sententia," sēntēntĭa, ae, f. ",sen-tén-ti-a,seːnteːntɪa,sententsja
sentio," sēntĭo, is, ire, sensi, sensum ",sén-ti-o,seːntɪo,sentsjo
senus," senus, a, um, cf. seni ",se-nus,sɛnʊs,sɛnus
seorsum," sĕōrsŭm, sĕōrsus, adv. prep. ",se-ór-sum,sɛoːrsʊm,sɛorsum
seorsus," sĕōrsus, a, um ",se-ór-sus,sɛoːrsʊs,sɛorsus
separatim," sēpărātĭm, adv. ",se-pa-rá-tim,seːparaːtɪm,separatim
separo," sēpăro, as, are ",sé-pa-ro,seːparo,separo
sepelio," sĕpĕlĭo, is, ire, iui , ultum ",se-pé-li-o,sɛpɛlɪo,sɛpɛljo
sepono," sēpōno, is, ere, posui, positum ",se-pó-no,seːpoːno,sepono
septem," sēptĕm, adi. num. ",sep-tem,seːptɛm,septɛm
September," Sēptēmbĕr, bris, e ",Sep-tém-ber,seːpteːmbɛr,septembɛr
septimus," sēptĭmus, sēptŭmus, a, um ",sép-ti-mus,seːptɪmʊs,septimus
septingenti," sēptīngēnti, ae, a pl. ",sep-tin-gén-ti,seːptiːngeːntɪ,septindʒenti
septuaginta," sēptŭāgīntā̆, num. ",sep-tu-a-gín-ta,seːptwaːgiːntaː̆,septuadʒinta
sepulcrum," sĕpūlcrŭm, i, n. ",se-púl-crum,sɛpʊːlkrʊm,sɛpulkrum
sepultura," sĕpūltūra, ae, f. ",se-pul-tú-ra,sɛpʊːltʊːra,sɛpultura
Sequani," Sēquăni, orum, m. pl. ",Sé-qua-ni,seːkʷanɪ,sekwani
Sequanus," Sēquănus, a, um ",Sé-qua-nus,seːkʷanʊs,sekwanus
sequens," sĕquēns, entis ",se-quens,sɛkʷeːns,sɛkwens
sequo," sĕquo, ĕre ",se-quo,sɛkʷo,sɛkwo
sequor," sĕquŏr, eris, i, secutus sum ",se-quor,sɛkʷɔr,sɛkwɔr
serenus," sĕrēnus, a, um ",se-ré-nus,sɛreːnʊs,sɛrenus
Sergius," Sērgĭus, i, m. ",Sér-gi-us,seːrgɪʊs,serdʒus
serie," sērĭē, adv. ",sé-ri-e,seːrɪeː,serje
series," sĕrĭes, ei, f. ",sé-ri-es,sɛrɪɛs,sɛrjɛs
serius," sērĭus, a, um ",sé-ri-us,seːrɪʊs,serjus
sermo," sērmō, onis, m. ",ser-mo,seːrmoː,sermo
sero," sērō̆, adv. ",se-ro,seːroː̆,serɔ
sero," sēro, āvi, ātum, 1 ",se-ro,seːro,sero
sero," sĕro, is, ere, serui, sertum ",se-ro,sɛro,sɛro
sero," sĕro, is, ere, seui, satum ",se-ro,sɛro,sɛro
serpens," sērpēns, entis, m. et f. ",ser-pens,seːrpeːns,serpens
serpo," sērpo, is, ere, serpsi, - ",ser-po,seːrpo,serpo
sertum," sērtum, i, n. ",ser-tum,seːrtʊm,sertum
sertus," sērtus, a, um ",ser-tus,seːrtʊs,sertus
serum," sērŭm, adv. ",se-rum,seːrʊm,serum
serus," sērus, a, um ",se-rus,seːrʊs,serus
servilis," sērvīlĭs, e ",ser-ví-lis,seːrwiːlɪs,servilis
servio," sērvĭo, is, ire, ii/ iui, itum ",sér-vi-o,seːrwɪo,servjo
servitium," sērvĭtĭŭm, i, n. ",ser-ví-ti-um,seːrwɪtɪʊm,servitsjum
servitus," sērvĭtūs, utis, f. ",sér-vi-tus,seːrwɪtʊːs,servitus
Servius," Sērvĭus, i, m. ",Sér-vi-us,seːrwɪʊs,servjus
servo," sērvo, as, are ",ser-vo,seːrwo,servo
servos," sērvŏs, cf. seruus ",ser-vos,seːrwɔs,servɔs
servulus," sērvŭlus, sērvŏlus, i, m. ",sér-vu-lus,seːrwʊlʊs,servulus
servus," sērvus, a, um ",ser-vus,seːrwʊs,servus
sescenti," sēscēnti, orum ",se-scén-ti,seːskeːntɪ,seʃenti
sescentus," sēscēntus, orum ",se-scén-tus,seːskeːntʊs,seʃentus
sestertium," sēstērtĭum, ii, n. ",ses-tér-ti-um,seːsteːrtɪʊm,sestertsjum
sestertius," sēstērtĭus, a, um ",ses-tér-ti-us,seːsteːrtɪʊs,sestertsjus
seu," sēu, con. sub. ",seu,sɛʊ̯,sɛu̯
severe," sĕvērē, adv. ",se-vé-re,sɛweːreː,sɛvere
severitas," sĕvērĭtās, atis, f. ",se-vé-ri-tas,sɛweːrɪtaːs,sɛveritas
severus," sĕvērus, a, um ",se-vé-rus,sɛweːrʊs,sɛverus
sevo," sēvo, āre ",se-vo,seːwo,sevo
sex," sēx, adi. num. ",sex,seːks,seks
sexaginta," sēxāgīntā̆, num. ",se-xa-gín-ta,seːksaːgiːntaː̆,seksadʒinta
sexus," sēxus, us, m. ",se-xus,seːksʊs,seksus
si," sī, sĕī, con. sub. ",si,siː,si
sic," sīc, sĕic, adv. ",sic,siːk,sik
sicarius," sīcārĭus, ii, m. ",si-cá-ri-us,siːkaːrɪʊs,sikarjus
sicco," sīcco, as, are ",sic-co,siːkko,sikko
siccum," sīccum, i, n. ",sic-cum,siːkkʊm,sikkum
siccus," sīccus, a, um ",sic-cus,siːkkʊs,sikkus
Sicilia," Sĭcĭlĭa, ae, f. ",Si-cí-li-a,sɪkɪlɪa,sitʃilja
Siculi," Sĭcŭli, orum, m. ",Sí-cu-li,sɪkʊlɪ,sikuli
Siculus," Sĭcŭlus, a, um ",Sí-cu-lus,sɪkʊlʊs,sikulus
sicut," sīcŭt, adv. ",si-cut,siːkʊt,sikut
sidus," sīdŭs, ĕris, n. ",si-dus,siːdʊs,sidus
signifer," sīgnĭfĕr, era, erum ",sí-gni-fer,siːŋnɪfɛr,siɲifɛr
signifer," sīgnĭfĕr, eri, m. ",sí-gni-fer,siːŋnɪfɛr,siɲifɛr
significatio," sīgnĭfĭcātĭō̆, ionis, f. ",si-gni-fi-cá-ti-o,siːŋnɪfɪkaːtɪoː̆,siɲifikatsjo
significo," sīgnĭfĭco, as, are ",si-gní-fi-co,siːŋnɪfɪko,siɲifiko
signo," sīgno, as, are ",si-gno,siːŋno,siɲo
signum," sīgnŭm, i, n. ",si-gnum,siːŋnʊm,siɲum
silens," sĭlēns, entis, ",si-lens,sɪleːns,silens
silentium," sĭlēntĭŭm, ii, n. ",si-lén-ti-um,sɪleːntɪʊm,silentsjum
sileo," sĭlĕo, es, ere , ui, - ",sí-le-o,sɪlɛo,silɛo
silex," sĭlēx, icis, m. ",si-lex,sɪleːks,sileks
silus," sĭlus, a, um ",si-lus,sɪlʊs,silus
silva," sīlva, ae, f. ",sil-va,siːlwa,silva
Silvanus," Sīlvānus, i, m. ",Sil-vá-nus,siːlwaːnʊs,silvanus
silvester," sīlvēstĕr, e ",sil-vés-ter,siːlweːstɛr,silvestɛr
silvestris," sīlvēstrĭs, e ",sil-vés-tris,siːlweːstrɪs,silvestris
simila," sĭmĭla, ae, f. ",sí-mi-la,sɪmɪla,simila
simile," sĭmĭlĕ, is, n. ",sí-mi-le,sɪmɪlɛ,similɛ
similis," sĭmĭlĭs, e ",sí-mi-lis,sɪmɪlɪs,similis
similitudo," sĭmĭlĭtūdō, inis, f. ",si-mi-li-tú-do,sɪmɪlɪtʊːdoː,similitudo
simplex," sīmplēx, icis ",sim-plex,siːmpleːks,simpleks
simplicitas," sīmplĭcĭtās, atis, f. ",sim-plí-ci-tas,siːmplɪkɪtaːs,simplitʃitas
simpliciter," sīmplĭcĭtĕr, adv. ",sim-plí-ci-ter,siːmplɪkɪtɛr,simplitʃitɛr
simul," sĭmŭl, sĕmŭl, adv. ",si-mul,sɪmʊl,simul
simulacrum," sĭmŭlācrŭm, i, n. ",si-mu-lá-crum,sɪmʊlaːkrʊm,simulakrum
simulatio," sĭmŭlātĭō̆, onis, f. ",si-mu-lá-ti-o,sɪmʊlaːtɪoː̆,simulatsjo
simulatque," sĭmŭlātquĕ, con. sub. ",si-mu-lát-que,sɪmʊlaːtkʷɛ,simulatkwɛ
simulo," sĭmŭlo, as, are ",sí-mu-lo,sɪmʊlo,simulo
simultas," sĭmūltās, atis, f. ",si-múl-tas,sɪmʊːltaːs,simultas
simulus," sīmŭlus, a, um ",sí-mu-lus,siːmʊlʊs,simulus
sin," sīn, con. sub. ",sin,siːn,sin
sincerus," sīncērus, a, um ",sin-cé-rus,siːnkeːrʊs,sintʃerus
sine," sĭnĕ, prep. + abl. ",si-ne,sɪnɛ,sinɛ
singulares," sīngŭlāres, ium, m. ",sin-gu-lá-res,siːngʊlaːrɛs,singularɛs
singularis," sīngŭlārĭs, e ",sin-gu-lá-ris,siːngʊlaːrɪs,singularis
singularius," sīngŭlārĭus, a, um ",sin-gu-lá-ri-us ,siːngʊlaːrɪʊs,singularjus
singulus," sīngŭlus, cf. singuli ",sín-gu-lus,siːngʊlʊs,singulus
sinister," sĭnīstĕr, tra, trum ",si-nís-ter,sɪniːstɛr,sinistɛr
sinistra," sĭnīstra, ae, f. ",si-nís-tra,sɪniːstra,sinistra
sinistrum," sĭnīstrum, i, n. ",si-nís-trum,sɪniːstrʊm,sinistrum
sino," sĭno, is, ere, siui, situm ",si-no,sɪno,sino
sinum," sīnum, i, n. ",si-num,siːnʊm,sinum
sinus," sīnus, i, m. ",si-nus,siːnʊs,sinus
sion," sĭŏn, ii, n. ",si-on,sɪɔn,siɔn
siquidem," sīquĭdĕm, con. sub. ",sí-qui-dem,siːkʷɪdɛm,sikwidɛm
sisto," sīsto, is, ere, stiti, statum ",sis-to,siːsto,sisto
sitio," sĭtĭo, is, ire, iui, - ",sí-ti-o,sɪtɪo,sitsjo
sitis," sĭtĭs, is, f. ",si-tis,sɪtɪs,sitis
situs," sĭtus, a, um ",si-tus,sɪtʊs,situs
situs," sĭtus, us, m. ",si-tus,sɪtʊs,situs
sive," sīvĕ,  con. ",si-ve,siːwɛ,sivɛ
sobrie," sōbrĭē, adv. ",só-bri-e,soːbrɪeː,sobrje
sobrius," sōbrĭus, a, um ",só-bri-us ,soːbrɪʊs,sobrjus
socer," sŏcĕr, eri, m. ",so-cer,sɔkɛr,sɔtʃɛr
societas," sŏcĭĕtās, atis, f. ",so-cí-e-tas,sɔkɪɛtaːs,sɔtʃiɛtas
socio," sŏcĭo, as, are ",só-ci-o,sɔkɪo,sɔtʃo
socius,só-ci-us,sɔkjʊs,sɔkɪus,sɔtʃus
socordia," sōcōrdĭa, ae, f. ",so-cór-di-a,soːkoːrdɪa,sokordja
socors," sōcōrs, ordis ",so-cors,soːkoːrs,sokors
Socrates," Sōcrătēs, is, m. ",Só-cra-tes,soːkrateːs,sokrates
sodalia," sŏdālĭa, ae, f. ",so-dá-li-a,sɔdaːlɪa,sɔdalja
sodalis," sŏdālis, e ",so-dá-lis,sɔdaːlɪs,sɔdalis
sodalis," sŏdālĭs, is, m. ",so-dá-lis,sɔdaːlɪs,sɔdalis
sol," Sōl, is, m. sing. ",Sol,soːl,sol
solacium," sōlācĭŭm, ii, n. ",so-lá-ci-um,soːlaːkɪʊm,solatʃum
solacius," sōlācĭus, a, um ",so-lá-ci-us,soːlaːkɪʊs,solatʃus
solemnis," sōlēmnĭs, sōllēmnĭs, sōllēmpnĭs, e ",so-lém-nis,soːleːmnɪs,solemnis
soleo," sŏlĕo, es, ere, solitus sum ",só-le-o,sɔlɛo,sɔlɛo
solidus," sŏlĭdus, i, m. ",só-li-dus,sɔlɪdʊs,sɔlidus
solidus," sŏlĭdus, sōldus, a, um ",só-li-dus,sɔlɪdʊs,sɔlidus
solitudo," sōlĭtūdō, inis, f. ",so-li-tú-do,soːlɪtʊːdoː,solitudo
solitum," sŏlĭtŭm, i, n. ",só-li-tum,sɔlɪtʊm,sɔlitum
solitus," sŏlĭtus, a, um ",só-li-tus,sɔlɪtʊs,sɔlitus
solium," sŏlĭŭm, ii, n. ",só-li-um,sɔlɪʊm,sɔljum
sollemne," sōllēmne, is, n. ",sol-lém-ne,soːlleːmnɛ,sollemnɛ
sollers," sōllērs, ertis ",sol-lers,soːlleːrs,sollers
sollicito," sōllĭcĭto, as, are ",sol-lí-ci-to,soːllɪkɪto,sollitʃito
sollicitudo," sōllĭcĭtūdō, dinis, f. ",sol-li-ci-tú-do,soːllɪkɪtʊːdoː,sollitʃitudo
sollicitus," sōllĭcĭtus, a, um ",sol-lí-ci-tus,soːllɪkɪtʊs,sollitʃitus
solo," sōlo, as, are ",so-lo,soːlo,solo
solor," sōlŏr, aris, ari ",so-lor,soːlɔr,solɔr
solum," sōlŭm, adv. ",so-lum,soːlʊm,solum
solum," sŏlŭm, i, n. ",so-lum,sɔlʊm,sɔlum
solus," sōlus, a, um ",so-lus,soːlʊs,solus
solutus," sŏlūtus, a, um ",so-lú-tus,sɔlʊːtʊs,sɔlutus
solvo," sōlvo, is, ere, ui, utum ",sol-vo,soːlwo,solvo
somnium," sōmnĭŭm, ii, n. ",sóm-ni-um,soːmnɪʊm,somnjum
somnus," sōmnus, i, m. ",som-nus,soːmnʊs,somnus
sonitus," sŏnĭtus, us, m. ",só-ni-tus,sɔnɪtʊs,sɔnitus
sono," sŏno, as, are, sonui, sonitum ",so-no,sɔno,sɔno
sonus," sŏnus, a, um ",so-nus,sɔnʊs,sɔnus
sonus," sŏnus, i, m. ",so-nus,sɔnʊs,sɔnus
sonus," sŏnus, us, m. ",so-nus,sɔnʊs,sɔnus
sopio," sōpĭo, is, ire, iui, itum ",só-pi-o,soːpɪo,sopjo
sopor," sŏpŏr, oris, m. ",so-por,sɔpɔr,sɔpɔr
sordeo," sōrdĕo, is, ēre, sordui, intr. ",sór-de-o,soːrdɛo,sordɛo
sordidus," sōrdĭdus, a, um ",sór-di-dus,soːrdɪdʊs,sordidus
soror," sŏrŏr, oris, f. ",so-ror,sɔrɔr,sɔrɔr
sors," sōrs, sortis, f. ",sors,soːrs,sors
sortio," sōrtĭo, is, īre, ivi, itum ",sór-ti-o,soːrtɪo,sortsjo
sortior," sōrtĭŏr, iris, iri, itus sum ",sór-ti-or,soːrtɪɔr,sortjɔr
Sosias," Sōsĭās, ae, m. ",Só-si-as,soːsɪaːs,sosjas
Sosius," Sŏsĭus, a, um ",Só-si-us,sɔsɪʊs,sɔsjus
sospes," sōspĕs, sospĕs, sospĕs",so-spes,soːspɛs,sospɛs
spado," spădō̆, onis, m. ",spa-do,spadoː̆,spadɔ
spargo," spārgo, ĭnis, f. ",spar-go,spaːrgo,spargo
sparsus," spārsus, a, um ",spar-sus,spaːrsʊs,sparsus
Sparta," Spārta, ae, f. ",Spar-ta,spaːrta,sparta
Sparte," Spārtē, es, f. ",Spar-te,spaːrteː,sparte
sparton," spārton, i, n. ",spar-ton,spaːrton,sparton
spatio," spătĭo, āre, intr. ",spá-ti-o,spatɪo,spatsjo
spatior," spătĭŏr, aris, ari, intr. ",spá-ti-or,spatɪɔr,spatjɔr
spatiosus," spătĭōsus, a, um ",spa-ti-ó-sus,spatɪoːsʊs,spatsjosus
spatium," spătĭŭm, ii, n. ",spá-ti-um,spatɪʊm,spatsjum
species," spĕcĭes, ei, f ",spé-ci-es,spɛkɪɛs,spɛtʃɛs
specimen," spĕcĭmĕn, inis, n. ",spé-ci-men,spɛkɪmɛn,spɛtʃimɛn
specio," spĕcĭo, is, ere, spexi, spectum ",spé-ci-o,spɛkɪo,spɛtʃo
speciosus," spĕcĭōsus, a, um ",spe-ci-ó-sus,spɛkɪoːsʊs,spɛtʃosus
spectaculum," spēctācŭlŭm, i, n. ",spec-tá-cu-lum,speːktaːkʊlʊm,spektakulum
spectator," spēctātŏr, oris, m. ",spec-tá-tor,speːktaːtɔr,spektatɔr
spectatus," spēctātus, a, um ",spec-tá-tus,speːktaːtʊs,spektatus
specto," spēcto, as, are ",spec-to,speːkto,spekto
speculator," spĕcŭlātŏr, oris, m. ",spe-cu-lá-tor,spɛkʊlaːtɔr,spɛkulatɔr
speculor," spĕcŭlŏr, aris, ari ",spé-cu-lor,spɛkʊlɔr,spɛkulɔr
speculum," spĕcŭlŭm, i, n. ",spé-cu-lum,spɛkʊlʊm,spɛkulum
specus," spĕcus, us, m. ",spe-cus,spɛkʊs,spɛkus
spelunca," spēlūncă, ae, f. ",spe-lún-ca,speːlʊːnka,spelunka
sperno," spērno, is, ere, spreui, spretum ",sper-no,speːrno,sperno
spero," spēro, as, are ",spe-ro,speːro,spero
spes," spes, ei, f. ",spes,spɛs,spɛs
spiculum," spīcŭlum, i, n. ",spí-cu-lum,spiːkʊlʊm,spikulum
spiculus," spīcŭlus, a, um ",spí-cu-lus,spiːkʊlʊs,spikulus
spiritus," spīrĭtus, us, m. ",spí-ri-tus,spiːrɪtʊs,spiritus
spiro," spīro, as, are ",spi-ro,spiːro,spiro
spissus," spīssus, a, um ",spis-sus,spiːssʊs,spissus
splendeo," splēndĕo, es, ere ",splén-de-o,spleːndɛo,splendɛo
splendidus," splēndĭdus, a, um ",splén-di-dus,spleːndɪdʊs,splendidus
splendor," splēndŏr, oris, m. ",splen-dor,spleːndɔr,splendɔr
spolio," spŏlĭo, as, are ",spó-li-o,spɔlɪo,spɔljo
spolium," spŏlĭŭm, i, n. ",spó-li-um,spɔlɪʊm,spɔljum
spondeo," spōndĕo, es, ere, spopondi, sponsum ",spón-de-o,spoːndɛo,spondɛo
spondeum," spōndēum, i, n. ",spon-dé-um,spoːndɛʊ̯m,spondɛum
spondeus," spōndēus, a, um ",spon-dé-us,spoːndɛʊs,spondɛus
sponsio," spōnsĭō̆, ionis, f. ",spón-si-o,spoːnsɪoː̆,sponsjɔ
sponte," spōntĕ, adv. ",spon-te,spoːntɛ,spontɛ
spumo," spūmo, as, are ",spu-mo,spʊːmo,spumo
spurius," spŭrĭus, a, um ",spú-ri-us,spʊrɪʊs,spurjus
squalidus," squālĭdus, a, um ",squá-li-dus,skʷaːlɪdʊs,skwalidus
squalor," squālŏr, oris, m. ",squa-lor,skʷaːlɔr,skwalɔr
stabilio," stăbĭlĭo, is, ire, iui, itum ",sta-bí-li-o,stabɪlɪo,stabiljo
stabilis," stăbĭlĭs, e ",stá-bi-lis,stabɪlɪs,stabilis
stabulum," stăbŭlŭm, i, n. ",stá-bu-lum,stabʊlʊm,stabulum
stadium," stădĭŭm, i, n. ",stá-di-um,stadɪʊm,stadjum
stadius," stădĭus, ii, m. ",stá-di-us,stadɪʊs,stadjus
stagnum," stāgnŭm, i, n. ",sta-gnum,staːŋnʊm,staɲum
Staienus," Stāĭēnus, i, m. ",Sta-i-é-nus,staːɪeːnʊs,stajenus
statim," stătĭm, adv. ",sta-tim,statɪm,statim
statio," stătĭō̆, onis, f. ",stá-ti-o,statɪoː̆,statsjo
stativa," stătīva, orum, n. pl. ",sta-tí-va,statiːwa,stativa
stativus," stătīvus, a, um ",sta-tí-vus,statiːwʊs,stativus
statua," stătŭa, ae, f. ",stá-tu-a,statwa,statua
statuo," stătŭo, is, ere, statui, statutum ",stá-tu-o,statwo,statuo
statura," stătūra, ae, f. ",sta-tú-ra,statʊːra,statura
staturus," stātūrus, a, um ",sta-tú-rus,staːtʊːrʊs,staturus
status," stătus, a, um ",sta-tus,statʊs,status
stella," stēlla, ae, f. ",stel-la,steːlla,stella
stello," stēllo, (no perf.), stellāre, ātum",stel-lo,steːllo,stello
stercus," stērcŭs, oris, n. ",ster-cus,steːrkʊs,sterkus
sterilis," stĕrĭlĭs, e ",sté-ri-lis,stɛrɪlɪs,stɛrilis
sterilus," stĕrĭlus, a, um ",sté-ri-lus,stɛrɪlʊs,stɛrilus
sterno," stērno, is, ere, straui, stratum ",ster-no,steːrno,sterno
Sthenius," Sthĕnĭus, ii, m. ",Sthé-ni-us,stʰɛnɪʊs,stɛnjus
stilus," stĭlus, i, m. ",sti-lus,stɪlʊs,stilus
stimulo," stĭmŭlo, as, are ",stí-mu-lo,stɪmʊlo,stimulo
stimulus," stĭmŭlus, i, m. ",stí-mu-lus,stɪmʊlʊs,stimulus
stipendium," stīpēndĭŭm, ii, n. ",sti-pén-di-um,stiːpeːndɪʊm,stipendjum
stipes," stīpĕs, pitis, m. ",sti-pes,stiːpɛs,stipɛs
stipo," stīpo, as, are ",sti-po,stiːpo,stipo
stips," stīps, stipis, f. ",stips,stiːps,stips
stirps," stīrps, stirpis, f.  ",stirps,stiːrps,stirps
sto," stō, as, are, steti, statum ",sto,stoː,sto
Stoicus," Stōĭcus, a, um ",Stó-i-cus,stoːɪkʊs,stoikus
stomachus," stŏmăchus, i, m. ",stó-ma-chus,stɔmakʰʊs,stɔmakus
strages," strāgĕs, is, f. ",stra-ges,straːgɛs,stradʒɛs
strenue," strēnŭē, adv. ",stré-nu-e,streːnweː,strenue
strenuus," strēnŭus, a, um ",stré-nu-us,streːnwʊs,strenuus
strepitus," strĕpĭtus, us, m. ",stré-pi-tus,strɛpɪtʊs,strɛpitus
strepo," strĕpo, is, ere, strepui, strepitum ",stre-po,strɛpo,strɛpo
strideo," strīdĕo, es, ere ",strí-de-o,striːdɛo,stridɛo
stringo," strīngo, is, ere, strinxi, strictum ",strin-go,striːngo,stringo
struo," strŭo, is, ere, struxi, structum ",stru-o,strwo,struo
studeo," stŭdĕo, es, ere, ui ",stú-de-o,stʊdɛo,studɛo
studiose," stŭdĭōsē, adv. ",stu-di-ó-se,stʊdɪoːseː,studjose
studiosus," stŭdĭōsus, a, um ",stu-di-ó-sus,stʊdɪoːsʊs,studjosus
studium," stŭdĭŭm, ii, n. ",stú-di-um,stʊdɪʊm,studjum
stulte," stūltē, adv. ",stul-te,stʊːlteː,stulte
stultitia," stūltĭtĭa, ae, f. ",stul-tí-ti-a,stʊːltɪtɪa,stultitsja
stultus," stūltus, a, um ",stul-tus,stʊːltʊs,stultus
stupeo," stŭpĕo, es, ere, stupui ",stú-pe-o,stʊpɛo,stupɛo
stupeus," stūpĕus, a, um ",stú-pe-us,stʊːpɛʊs,stupɛus
